tips.trivia.15	MINECON 2015 se celebró en Londres, Reino Unido.
tips.trivia.16	MINECON 2016 se celebró en Anaheim, California, EE. UU.
tips.trivia.17	Da por hecho siempre que los rumores son falsos, ¡no creas que son ciertos!
tips.trivia.18	¡La primera versión de Minecraft se creó solo en 6 días!
tips.trivia.19	El idioma de los Enderman es en realidad inglés al revés.
tips.trivia.20	El nombre original de Minecraft era Cave Game.
tips.trivia.21	A los cerdos a los que les da un rayo se convierten en porqueros zombi.
tips.trivia.22	Los Enderman odian bañarse. 
tips.trivia.23	A veces, los gólem de hierro les regalan flores a los niños aldeanos.
tips.trivia.24	Los jinetes araña son arañas montadas por un esqueleto. Son difíciles de ver.
tips.trivia.25	Desplazarse un bloque en el inframundo equivale a desplazarse ocho bloques en el mundo superior.
numc3ds.transfer.import	Importando mundos
numc3ds.transfer.export	Exportando mundo
numc3ds.transfer.export_action	Exportar mundo
numc3ds.transfer.copying	Copiando mundo
numc3ds.transfer.verifying	Comprobando mundo
numc3ds.transfer.replacing	Reemplazando exportación
numc3ds.transfer.invalid	Mundo no válido omitido
numc3ds.transfer.capacity	No hay suficiente espacio de almacenamiento
numc3ds.transfer.cancelled	Transferencia cancelada
numc3ds.transfer.cleanup	Se necesita limpiar la tarjeta SD
numc3ds.transfer.complete	Transferencia completada
numc3ds.transfer.replace	Reemplazar exportación
numc3ds.transfer.cancel	Cancelar
