tips.game.30	I blocchi utilizzabili come fonti di luce sciolgono neve e ghiaccio. Tra questi vi sono torce, pietre brillanti e zucche di Halloween.
tips.game.31	Fai attenzione quando costruisci strutture di lana all'aria aperta: i fulmini dei temporali possono incendiarle.
tips.game.32	In una fornace puoi usare un singolo secchio di lava per fondere 100 blocchi.
tips.game.33	Lo strumento suonato da un blocco nota dipende dal materiale sottostante.
tips.game.34	Zombie e scheletri possono sopravvivere alla luce del giorno, se si trovano nell'acqua o se indossano un casco.
tips.game.35	Se attacchi un lupo, gli altri membri del suo branco si rivolteranno contro di te e ti assaliranno. Questo vale anche per gli uomini-maiali zombi.
tips.game.36	I lupi e i golem di ferro non attaccheranno i creeper.
tips.game.37	Le galline depongono uova a intervalli di 5-10 minuti.
tips.game.38	È possibile scavare l'ossidiana solo con una piccozza di diamante.
tips.game.39	I creeper sono la fonte di polvere da sparo più facile da ottenere.
tips.game.41	Colloca due casse vicine per creare una cassa grande.
tips.game.42	Lo stato di salute dei lupi addomesticati è riconoscibile dalla posizione della coda. Dagli della carne per curarli.
tips.game.43	Coloranti diversi possono essere creati con materiali diversi. Cuoci un cactus in un fornace per ottenere del colorante verde!
tips.game.44	Sui dispositivi mobili puoi scaricare il pacchetto della musica di Minecraft dalla categoria Musica nel Negozio di Minecraft.
tips.game.45	Se hai del grano in mano, alcuni animali ti seguiranno.
tips.trivia.1	File musicale di C418!
tips.trivia.2	Prima o poi verrà rilasciato un aggiornamento per questo gioco!
tips.trivia.3	Mojang ha più premi che dipendenti!
tips.trivia.4	Alcune celebrità giocano a Minecraft!
tips.trivia.5	Non guardare direttamente i bug.
tips.trivia.6	I creeper sono il risultato di un bug di codifica.
tips.trivia.7	È una gallina o un'anatra?
tips.trivia.8	Hai partecipato a MINECON?
tips.trivia.9	Nessuno in Mojang ha mai visto la faccia del Junkboy.
tips.trivia.10	Sapevi che c'è una Wiki di Minecraft?
tips.trivia.11	MINECON 2011 si tenuto a Las Vegas, in Nevada (USA)!
tips.trivia.12	MINECON 2012 si è tenuto a Parigi, in Francia!
tips.trivia.13	MINECON 2013 si è tenuto a Orlando, in Florida (USA)!
tips.trivia.14	Nessuno si ricorda dove si è tenuto MINECON 2014.
tips.trivia.15	MINECON 2015 si è tenuto a Londra, nel Regno Unito!
tips.trivia.16	MINECON 2016 si è tenuto ad Anaheim, in California (USA)!
tips.trivia.17	Invece di dare credito ai pettegolezzi, dai sempre per scontato che siano falsi!
tips.trivia.18	La prima versione di Minecraft era stata creata in soli 6 giorni!
tips.trivia.19	La lingua Enderman è in realtà l'inglese al contrario.
tips.trivia.20	Il nome originale di Minecraft era Cave Game.
tips.trivia.21	I maiali colpiti da un fulmine diventano uomini-maiale zombi!
tips.trivia.22	Gli Endermen odiano farsi il bagno! 
tips.trivia.23	A volte i golem di ferro offrono fiori ai bambini degli abitanti!
tips.trivia.24	Un ragno fantino è la rara circostanza che vede un ragno cavalcato da uno scheletro!
tips.trivia.25	Viaggiare di un blocco nel Nether equivale a viaggiare di otto blocchi nel mondo superiore.
numc3ds.transfer.import	Importazione dei mondi
numc3ds.transfer.export	Esportazione del mondo
numc3ds.transfer.export_action	Esporta mondo
numc3ds.transfer.copying	Copia del mondo
numc3ds.transfer.verifying	Verifica del mondo
numc3ds.transfer.replacing	Sostituzione dell'esportazione
numc3ds.transfer.invalid	Mondo non valido ignorato
numc3ds.transfer.capacity	Spazio di archiviazione insufficiente
numc3ds.transfer.cancelled	Trasferimento annullato
numc3ds.transfer.cleanup	Pulizia necessaria sulla scheda SD
numc3ds.transfer.complete	Trasferimento completato
numc3ds.transfer.replace	Sostituisci esportazione
numc3ds.transfer.cancel	Annulla
