tips.game.35	Si atacas a un lobo provocarás que todos los lobos de los alrededores se vuelvan hostiles hacia ti y te ataquen. Esta característica la comparten también los hombres cerdo zombis.
tips.game.36	Los lobos y los gólems de hierro no atacan a los Creepers.
tips.game.37	Las gallinas ponen huevos cada 5 o 10 minutos.
tips.game.38	La obsidiana solo se puede extraer con un pico de diamante.
tips.game.39	Los Creepers son la fuente de pólvora más fácil de obtener.
tips.game.41	Si colocas dos cofres juntos crearás un cofre grande.
tips.game.42	Los lobos domesticados indican su salud con la posición de su cola. Dales de comer para curarlos.
tips.game.43	Los tintes de diferentes colores se pueden crear con varios materiales. ¡Cocina un cactus en un horno para obtener tinte verde!
tips.game.44	En los dispositivos móviles, puedes descargar el pack "Música de Minecraft" en la categoría de Música de la Tienda de Minecraft.
tips.game.45	Algunos animales te seguirán si llevas trigo en la mano.
tips.trivia.1	¡Música creada por C418!
tips.trivia.2	¡En algún momento habrá una actualización de este juego!
tips.trivia.3	¡Mojang tiene más premios que empleados!
tips.trivia.4	¡Hay varios famosos que juegan Minecraft!
tips.trivia.5	No mires directamente a los bichos.
tips.trivia.6	Los Creepers surgieron de un error de código.
tips.trivia.7	¿Es una gallina o es un pato?
tips.trivia.8	¿Fuiste a MINECON?
tips.trivia.9	Nadie le ha visto la cara a Junkboy en Mojang.
tips.trivia.10	¿Sabías que hay una Wiki de Minecraft?
tips.trivia.11	¡MINECON 2011 se llevó a cabo en Las Vegas, Nevada, EUA!
tips.trivia.12	¡MINECON 2012 se llevó a cabo en París, Francia!
tips.trivia.13	¡MINECON 2013 se llevó a cabo en Orlando, Florida, EUA!
tips.trivia.14	Nadie recuerda dónde se llevó a cabo MINECON en 2014.
tips.trivia.15	¡MINECON 2015 se llevó a cabo en Londres, Reino Unido!
tips.trivia.16	¡MINECON 2016 se llevó a cabo en Anaheim, California, EUA!
tips.trivia.17	Es mejor suponer que los rumores son falsos, ¡no creas que son ciertos!
tips.trivia.18	¡La primera versión de Minecraft se creó en solo 6 días!
tips.trivia.19	En realidad, el idioma de los Enderman es inglés al revés.
tips.trivia.20	El nombre original de Minecraft era Cave Game.
tips.trivia.21	¡Cuando a un cerdo lo golpea un rayo, se convierte en hombre cerdo zombi!
tips.trivia.22	¡A los Enderman no les gusta bañarse! 
tips.trivia.23	¡Algunas veces, los gólems de hierro les dan flores a los niños aldeanos!
tips.trivia.24	¡Un jockey de arañas aparece muy rara vez, cuando un esqueleto monta a una araña!
tips.trivia.25	Si avanzas un bloque en el inframundo, esto equivale a avanzar ocho bloques en la superficie.
numc3ds.transfer.import	Importando mundos
numc3ds.transfer.export	Exportando mundo
numc3ds.transfer.export_action	Exportar mundo
numc3ds.transfer.copying	Copiando mundo
numc3ds.transfer.verifying	Verificando mundo
numc3ds.transfer.replacing	Reemplazando exportación
numc3ds.transfer.invalid	Mundo no válido omitido
numc3ds.transfer.capacity	No hay suficiente espacio de almacenamiento
numc3ds.transfer.cancelled	Transferencia cancelada
numc3ds.transfer.cleanup	Se necesita limpiar la tarjeta SD
numc3ds.transfer.complete	Transferencia completada
numc3ds.transfer.replace	Reemplazar exportación
numc3ds.transfer.cancel	Cancelar
