tips.game.43	Diferentes cores de tinta podem ser feitas a partir de vários materiais, cozinhe cacto em uma fornalha para obter tinta verde!
tips.game.44	Em dispositivos móveis, você pode baixar o pacote "Músicas do Minecraft" a partir da Categoria de Músicas na Loja Minecraft.
tips.game.45	Alguns animais seguirão você se tiver trigo na mão.
tips.trivia.1	Música de C418!
tips.trivia.2	No futuro haverá uma atualização deste jogo!
tips.trivia.3	Mojang tem mais prêmios que ajudantes!
tips.trivia.4	Algumas celebridades jogam Minecraft!
tips.trivia.5	Não olhe diretamente para os bugs.
tips.trivia.6	Os Creepers nasceram de um bug de código.
tips.trivia.7	Isso é uma galinha ou um pato?
tips.trivia.8	Você estava na Minecon?
tips.trivia.9	Ninguém da Mojang já viu o rosto do Junkboy.
tips.trivia.10	Você sabia que existe um Wiki do Minecraft?
tips.trivia.11	A MINECON 2011 aconteceu em Las Vegas, Nevada, EUA!
tips.trivia.12	A MINECON 2012 foi em Paris, França!
tips.trivia.13	A MINECON 2013 foi em Orlando, Flórida, EUA!
tips.trivia.14	Ninguém se lembra onde foi a MINECON 2014.
tips.trivia.15	A MINECON 2015 foi em Londres, Reino Unido!
tips.trivia.16	A MINECON 2016 foi em Anaheim, Califórnia, EUA!
tips.trivia.17	Sempre considere rumores como falsos em vez de considerá-los verdadeiros!
tips.trivia.18	A primeira versão do Minecraft foi criada em apenas 6 dias!
tips.trivia.19	O idioma dos Enderman na verdade é inglês ao contrário.
tips.trivia.20	O nome original do Minecraft era Cave Game.
tips.trivia.21	Se um porco for atingido po um raio, ele vira um Homem-porco Zumbi!
tips.trivia.22	Os Endermen odeiam a hora do banho! 
tips.trivia.23	Às vezes, os Golens de Ferro dão flores às crianças aldeãs!
tips.trivia.24	Uma Aranha Jockey é a rara aparição de uma aranha escondida por um esqueleto!
tips.trivia.25	Andar um bloco no Nether é igual a andar oito blocos no overworld.
numc3ds.transfer.import	Importando mundos
numc3ds.transfer.export	Exportando mundo
numc3ds.transfer.export_action	Exportar mundo
numc3ds.transfer.copying	Copiando mundo
numc3ds.transfer.verifying	Verificando mundo
numc3ds.transfer.replacing	Substituindo exportação
numc3ds.transfer.invalid	Mundo inválido ignorado
numc3ds.transfer.capacity	Espaço de armazenamento insuficiente
numc3ds.transfer.cancelled	Transferência cancelada
numc3ds.transfer.cleanup	É necessário limpar o cartão SD
numc3ds.transfer.complete	Transferência concluída
numc3ds.transfer.replace	Substituir exportação
numc3ds.transfer.cancel	Cancelar
