tips.trivia.5	Kijk niet rechtstreeks naar de foutjes.
tips.trivia.6	Creepers zijn het resultaat van een programmeerfoutje.
tips.trivia.7	Is het een kip of is het een eend?
tips.trivia.8	Was je ook bij Minecon?
tips.trivia.9	Niemand van Mojang heeft ooit Junkboy's gezicht gezien.
tips.trivia.10	Wist je dat er een Minecraft Wiki is?
tips.trivia.11	Minecon 2011 werd gehouden in Las Vegas, Nevada, Verenigde Staten!
tips.trivia.12	Minecon 2012 werd gehouden in Parijs, Frankrijk!
tips.trivia.13	Minecon 2013 werd gehouden in Orlando, Florida, Verenigde Staten!
tips.trivia.14	Niemand weet meer waar Minecon 2014 werd gehouden.
tips.trivia.15	Minecon 2015 werd gehouden in Londen, Verenigd Koninkrijk!
tips.trivia.16	Minecon 2016 werd gehouden in Anaheim, Californië, Verenigde Staten!
tips.trivia.17	Ga er altijd vanuit dat geruchten niet kloppen.
tips.trivia.18	De eerste versie van Minecraft werd in slechts 6 dagen gemaakt!
tips.trivia.19	De Endermantaal is eigenlijk omgekeerd Nederlands.
tips.trivia.20	De oorspronkelijke naam van Minecraft was Cave Game.
tips.trivia.21	Varkens die door bliksem worden geraakt, worden zombievarkensmannen!
tips.trivia.22	Endermannen hebben er een hekel aan om in bad te gaan! 
tips.trivia.23	Soms geven ijzergolems bloemen aan kinderen in het dorp!
tips.trivia.24	Een spinberijder is de zeldzame verschijning van een spin die door een skelet wordt bereden!
tips.trivia.25	Als je in de Nether één blok reist, staat dat gelijk aan acht blokken in de bovenwereld.
numc3ds.transfer.import	Werelden importeren
numc3ds.transfer.export	Wereld exporteren
numc3ds.transfer.export_action	Wereld exporteren
numc3ds.transfer.copying	Wereld kopiëren
numc3ds.transfer.verifying	Wereld controleren
numc3ds.transfer.replacing	Export vervangen
numc3ds.transfer.invalid	Ongeldige wereld overgeslagen
numc3ds.transfer.capacity	Onvoldoende opslagruimte
numc3ds.transfer.cancelled	Overdracht geannuleerd
numc3ds.transfer.cleanup	Opschonen van de SD-kaart vereist
numc3ds.transfer.complete	Overdracht voltooid
numc3ds.transfer.replace	Export vervangen
numc3ds.transfer.cancel	Annuleren
