tips.game.32	Ein einziger Eimer Lava reicht als Brennmaterial, um in einem Ofen 100 Blöcke zu schmelzen.
tips.game.33	Das Instrument, das ein Notenblock spielt, hängt von dem Material unter dem Block ab.
tips.game.34	Zombies und Skelette können den Kontakt mit Tageslicht überleben, wenn sie sich im Wasser befinden oder einen Helm tragen.
tips.game.35	Wenn du einen Wolf angreifst, werden alle Wölfe in der unmittelbaren Umgebung aggressiv und greifen dich an. Das Gleiche gilt für Zombie Pigmen.
tips.game.36	Creeper werden nicht von Wölfen und Eisengolems angegriffen.
tips.game.37	Hühner legen alle 5 bis 10 Minuten ein Ei.
tips.game.38	Obsidian kann nur mit einer Diamantspitzhacke abgebaut werden.
tips.game.39	Creeper sind die einfachste Möglichkeit, zu Schießpulver zu kommen.
tips.game.41	Wenn du zwei Truhen direkt nebeneinanderstellst, entsteht eine große Truhe.
tips.game.42	Zahme Wölfe zeigen ihre Gesundheit durch die Haltung ihres Schwanzes an. Füttere sie mit Fleisch, um sie zu heilen.
tips.game.43	Aus unterschiedlichen Materialien kannst du verschiedene Farbstoffe herstellen. Koche für grüne Farbe einfach Kakteen in einem Ofen.
tips.game.44	Auf Mobilgeräten kannst du in der Kategorie "Musik" im Minecraft Store das "Music by Minecraft"-Paket herunterladen.
tips.game.45	Manche Tiere folgen dir, wenn du Weizen in deiner Hand hältst.
tips.trivia.1	Musik von C418!
tips.trivia.2	Irgendwann wird es ein Update für dieses Spiel geben!
tips.trivia.3	Mojang hat mehr Preise als Mitarbeiter!
tips.trivia.4	Es gibt berühmte Personen, die Minecraft spielen!
tips.trivia.5	Bitte schau nicht direkt auf die Bugs.
tips.trivia.6	Creeper wurden aus einem Programmierfehler geboren.
tips.trivia.7	Ist es ein Huhn oder eine Ente?
tips.trivia.8	Warst du auf der MINECON?
tips.trivia.9	Niemand bei Mojang hat je das Gesicht von Junkboy gesehen.
tips.trivia.10	Wusstest du schon, dass es ein Minecraft Wiki gibt?
tips.trivia.11	Die MINECON 2011 war in Las Vegas, USA!
tips.trivia.12	Die MINECON 2012 war in Paris, Frankreich!
tips.trivia.13	Die MINECON 2013 war in Orlando, USA!
tips.trivia.14	Niemand kann sich daran erinnern, wo die MINECON 2014 stattgefunden hat.
tips.trivia.15	Die MINECON 2015 war in London, Großbritannien!
tips.trivia.16	Die MINECON 2016 war in Anaheim, USA!
tips.trivia.17	Gerüchte sind sicherlich immer eher falsch als wahr!
tips.trivia.18	Die erste Version von Minecraft wurde in nur sechs Tagen erstellt!
tips.trivia.19	Die Enderman sprechen Englisch. Aber rückwärts!
tips.trivia.20	Ursprünglich hieß Minecraft "Cave Game".
tips.trivia.21	Vom Blitz getroffene Schweine werden zu Zombie Pigmen!
tips.trivia.22	Endermen hassen baden! 
tips.trivia.23	Manchmal schenken Eisengolems Kindern von Dorfbewohnern Blumen!
tips.trivia.24	Ein Spinnen-Jockey ist ein selten zu sehendes Skelett, das auf einer Spinne reitet.
tips.trivia.25	Eine Bewegung von einem Block im Nether entspricht einer Bewegung von acht Blöcken in der Oberwelt.
numc3ds.transfer.import	Welten werden importiert
numc3ds.transfer.export	Welt wird exportiert
numc3ds.transfer.export_action	Welt exportieren
numc3ds.transfer.copying	Welt wird kopiert
numc3ds.transfer.verifying	Welt wird überprüft
numc3ds.transfer.replacing	Export wird ersetzt
numc3ds.transfer.invalid	Ungültige Welt übersprungen
numc3ds.transfer.capacity	Nicht genügend Speicherplatz
numc3ds.transfer.cancelled	Übertragung abgebrochen
numc3ds.transfer.cleanup	Auf der SD-Karte ist eine Bereinigung erforderlich
numc3ds.transfer.complete	Übertragung abgeschlossen
numc3ds.transfer.replace	Export ersetzen
numc3ds.transfer.cancel	Abbrechen
