tips.game.44	Sur les appareils mobiles, vous pouvez télécharger le pack "Musique par Minecraft" dans la section Catégorie musicale du magasin Minecraft.
tips.game.45	Certains animaux vous suivront si vous tenez du blé dans votre main.
tips.trivia.1	Musique par C418 !
tips.trivia.2	Une mise à jour du jeu sera déployée un jour ou l'autre !
tips.trivia.3	Mojang a reçu plus de récompenses qu'il n'a d'employés !
tips.trivia.4	De vraies célébrités jouent à Minecraft !
tips.trivia.5	Ne regardez pas les bugs dans les yeux.
tips.trivia.6	Les creepers sont nés d'un bug d'encodage.
tips.trivia.7	C'est une poule ou un canard ?
tips.trivia.8	Vous étiez à la MINECON ?
tips.trivia.9	Personne de chez Mojang n'a jamais vu le visage de Junkboy.
tips.trivia.10	Saviez-vous qu'il existe un Wiki Minecraft ?
tips.trivia.11	La MINECON 2011 s'est déroulée à Las Vegas, Nevada, États-Unis !
tips.trivia.12	La MINECON 2012 s'est déroulée à Paris, en France !
tips.trivia.13	La MINECON 2013 s'est déroulée à Orlando, Floride, États-Unis !
tips.trivia.14	Personne ne se souvient s'est déroulée la MINECON 2014.
tips.trivia.15	La MINECON 2015 s'est déroulée à Londres, Royaume-Uni !
tips.trivia.16	La MINECON 2016 s'est déroulée à Anaheim, Californie, États-Unis !
tips.trivia.17	N'oubliez pas : les rumeurs tiennent plus de l'invention que de la réalité !
tips.trivia.18	La première version de Minecraft a été créée en seulement 6 jours !
tips.trivia.19	La langue des Enderman est de l'anglais à l'envers.
tips.trivia.20	À l'origine, Minecraft s'appelait Cave Game.
tips.trivia.21	Les cochons frappés par la foudre deviennent des cochons-zombies !
tips.trivia.22	Les Enderman détestent prendre des bains ! 
tips.trivia.23	Parfois, les golems de fer donnent des fleurs aux enfants villageois !
tips.trivia.24	L'apparition d'une araignée chevauchée par un squelette se produit en de rares occasions !
tips.trivia.25	Voyager d'un bloc dans le Nether correspond à un déplacement de huit blocs à la surface.
numc3ds.transfer.import	Importation des mondes
numc3ds.transfer.export	Exportation du monde
numc3ds.transfer.export_action	Exporter le monde
numc3ds.transfer.copying	Copie du monde
numc3ds.transfer.verifying	Vérification du monde
numc3ds.transfer.replacing	Remplacement de l'exportation
numc3ds.transfer.invalid	Monde non valide ignoré
numc3ds.transfer.capacity	Espace de stockage insuffisant
numc3ds.transfer.cancelled	Transfert annulé
numc3ds.transfer.cleanup	Nettoyage requis sur la carte SD
numc3ds.transfer.complete	Transfert terminé
numc3ds.transfer.replace	Remplacer l'exportation
numc3ds.transfer.cancel	Annuler
